1 	2 	16
3 	16
4 	17
5 	17
6 	15
7 	15
8 	17
9 	17
10 	18
11 	18
12 	14
13 	14
14 	16
15 	16
16 	15
17 	15
18 	17
19 	17
20 	17
21 	17
22 	15
23 	15
24 	16
25 	16
26 	18
27 	18
28 	14
29 	14
30 	16
31 	16
32 	14
33 	14
34 	16
35 	16
36 	17
37 	17
38 	15
39 	15
40 	13
41 	13
42 	16
43 	16
44 	16
45 	16
46 	14
47 	14
48 	14
49 	14
50 	16
51 	16
52 	16
53 	16
54 	17
55 	17
56 	16
57 	16
58 	17
59 	17
60 	14
61 	14
62 	16
63 	16
64 	16
65 	16
66 	19
67 	19
68 	15
69 	15
70 	14
71 	14
72 	16
73 	16
74 	14
75 	14
76 	16
77 	16
78 	14
79 	14
80 	15
81 	15
82 	16
83 	16
84 	18
85 	18
86 	17
87 	17
88 	18
89 	18
90 	15
91 	15
92 	15
93 	15
94 	16
95 	16
96 	14
97 	14
98 	17
99 	17
100 	15
101 	15
102 	15
103 	15
104 	15
105 	15
106 	15
107 	15
108 	15
109 	15
110 	16
111 	16
112 	18
113 	18
114 	15
115 	15
116 	19
117 	19
118 	15
119 	15
120 	14
121 	14
122 	18
123 	18
124 	15
125 	15
126 	15
127 	15
128 	21
129 	21
130 	14
131 	14
132 	16
133 	16
134 	15
135 	15
136 	17
137 	17
138 	16
139 	16
140 	17
141 	17
142 	19
143 	19
144 	14
145 	14
146 	17
147 	17
148 	13
149 	13
150 	14
151 	14
152 	15
153 	15
154 	16
155 	16
156 	15
157 	15
158 	15
159 	15
160 	18
161 	18
162 	15
163 	15
164 	17
165 	17
166 	16
167 	16
168 	15
169 	15
170 	16
171 	16
172 	18
173 	18
174 	15
175 	15
176 	17
177 	17
178 	16
179 	16
180 	18
181 	18
182 	17
183 	17
184 	15
185 	15
186 	15
187 	15
188 	15
189 	15
190 	18
191 	18
192 	16
193 	16
194 	17
195 	17
196 	17
197 	17
198 	18
199 	18
200 	15
201 	15
