1 	2 	174
3 	174
4 	226
5 	226
6 	172
7 	172
8 	57
9 	57
10 	81
11 	81
12 	90
13 	90
14 	181
15 	181
16 	87
17 	87
18 	286
19 	286
20 	106
21 	106
22 	131
23 	131
24 	120
25 	120
26 	136
27 	136
28 	42
29 	42
30 	72
31 	72
32 	39
33 	39
34 	80
35 	80
36 	223
37 	223
38 	216
39 	216
40 	124
41 	124
42 	69
43 	69
44 	185
45 	185
46 	111
47 	111
48 	138
49 	138
50 	144
51 	144
52 	205
53 	205
54 	53
55 	53
56 	210
57 	210
58 	136
59 	136
60 	124
61 	124
62 	111
63 	111
64 	91
65 	91
66 	142
67 	142
68 	160
69 	160
70 	172
71 	172
72 	64
73 	64
74 	174
75 	174
76 	76
77 	76
78 	96
79 	96
80 	177
81 	177
82 	52
83 	52
84 	76
85 	76
86 	109
87 	109
88 	150
89 	150
90 	93
91 	93
92 	103
93 	103
94 	148
95 	148
96 	169
97 	169
98 	93
99 	93
100 	180
101 	180
102 	171
103 	171
104 	212
105 	212
106 	77
107 	77
108 	281
109 	281
110 	49
111 	49
112 	230
113 	230
114 	139
115 	139
116 	218
117 	218
118 	151
119 	151
120 	93
121 	93
122 	148
123 	148
124 	102
125 	102
126 	239
127 	239
128 	168
129 	168
130 	45
131 	45
132 	128
133 	128
134 	141
135 	141
136 	243
137 	243
138 	168
139 	168
140 	70
141 	70
142 	128
143 	128
144 	93
145 	93
146 	118
147 	118
148 	230
149 	230
150 	113
151 	113
152 	314
153 	314
154 	121
155 	121
156 	137
157 	137
158 	219
159 	219
160 	70
161 	70
162 	163
163 	163
164 	151
165 	151
166 	296
167 	296
168 	206
169 	206
170 	134
171 	134
172 	168
173 	168
174 	75
175 	75
176 	177
177 	177
178 	144
179 	144
180 	175
181 	175
182 	113
183 	113
184 	128
185 	128
186 	160
187 	160
188 	77
189 	77
190 	145
191 	145
192 	118
193 	118
194 	253
195 	253
196 	159
197 	159
198 	118
199 	118
200 	189
201 	189
