#Nnodes	depth	mean_depth	Leaves_mean_depth
32	11	5.875	6.85714
32	11	5.96875	6.625
32	11	6.125	6.83333
32	11	6.3125	6.9375
32	11	6.3125	7.06667
32	11	6.34375	7.27273
32	11	6.34375	7.30769
32	11	6.40625	7.23077
32	11	6.40625	7.58333
32	11	6.625	7.25
32	11	6.65625	7.76923
32	11	6.6875	7.61538
32	11	6.75	7.42857
32	11	6.84375	7.64286
32	11	6.875	8
32	11	6.875	8.1
32	11	6.90625	7.85714
32	11	6.9375	7.66667
32	11	6.9375	7.91667
32	11	6.9375	8.21429
32	11	6.96875	7.92857
32	11	7.03125	7.85714
32	11	7.09375	8.07692
32	11	7.125	8
32	11	7.125	8.15385
32	11	7.125	8.25
32	11	7.15625	8.06667
32	11	7.15625	8.5
32	11	7.1875	8.45455
32	11	7.1875	8.7
32	11	7.25	8.41667
32	11	7.28125	8.46154
32	11	7.3125	9.07692
32	11	7.375	8.06667
32	11	7.375	8.30769
32	11	7.40625	8.64286
32	11	7.40625	9.36364
32	11	7.46875	8.72727
32	11	7.53125	8.6
32	11	7.53125	8.78571
32	11	7.5625	8.3125
32	11	7.5625	8.92857
32	11	7.59375	8.81818
32	11	7.59375	9
32	11	7.625	9.06667
32	11	7.65625	8.92857
32	11	7.6875	9.63636
32	11	7.71875	8.66667
32	11	7.71875	9.07692
32	11	7.75	9.42857
32	11	7.78125	9.14286
32	11	7.78125	9.54545
32	11	7	8
32	11	7.84375	8.94118
32	11	7.84375	9
32	11	7.875	9
32	11	7.875	9.15385
32	11	7.875	9.83333
32	11	7.90625	9.25
32	11	7.90625	9.42857
32	11	7.90625	9.61538
32	11	7.96875	9.46154
32	11	7.96875	9.76923
32	11	8.03125	9.69231
32	11	8.0625	9.83333
32	11	8.28125	10.0833
32	12	5.46875	6.4
32	12	5.96875	7.375
32	12	6.03125	6.41667
32	12	6.03125	7.25
32	12	6.15625	7.63636
32	12	6.1875	6.66667
32	12	6.21875	7.16667
32	12	6.3125	7.16667
32	12	6.34375	7.18182
32	12	6.375	7.18182
32	12	6.40625	7.46154
32	12	6.5625	7.4
32	12	6.59375	7.46154
32	12	6.625	7.23077
32	12	6.625	7.84615
32	12	6.65625	7.61538
32	12	6.6875	7.92308
32	12	6.75	7.38462
32	12	6.75	8.36364
32	12	6.78125	7.41667
32	12	6.84375	8.7
32	12	6.875	7.21429
32	12	6.9375	8.30769
32	12	7.0625	7.2
32	12	7.0625	8.08333
32	12	7.0625	8.38462
32	12	7.21875	8.23077
32	12	7.25	7.92857
32	12	7.28125	7.21429
32	12	7.3125	8.14286
32	12	7.34375	8.54545
32	12	7.375	9.25
32	12	7.46875	8.53846
32	12	7.46875	8.66667
32	12	7.46875	8.84615
32	12	7.53125	9.3
32	12	7.5625	9.63636
32	12	7.5	8.07692
32	12	7.5	9.54545
32	12	7.625	8.54545
32	12	7.65625	9.08333
32	12	7.71875	8.83333
32	12	7.71875	9.3
32	12	7.71875	9.30769
32	12	7.75	9.18182
32	12	7.75	9.23077
32	12	7.78125	9.53846
32	12	7	8.09091
32	12	7.84375	8.38462
32	12	7	8.54545
32	12	7.90625	9.16667
32	12	7.90625	9.23077
32	12	7.90625	9.4
32	12	7.90625	9.5
32	12	7.96875	8.84615
32	12	8.03125	8.5
32	12	8.09375	9
32	12	8.09375	9.46154
32	12	8.125	9.46154
32	12	8.1875	10
32	12	8.1875	9.16667
32	12	8.25	10.0909
32	12	8.28125	9.14286
32	12	8.28125	9.91667
32	12	8.3125	10
32	12	8.3125	10.5
32	12	8.34375	10.1538
32	12	8.34375	9.7
32	12	8.375	9.91667
32	12	8.40625	9.41176
32	12	8.40625	9.83333
32	12	8.5	10
32	12	8.53125	10.0769
32	12	8.53125	10.2143
32	12	8.5625	10.1538
32	12	8.59375	10
32	12	8.59375	10.0833
32	12	8.5	9.91667
32	12	8.65625	10.0909
32	12	8.6875	10.5
32	12	8.71875	10.2727
32	12	8.75	10.5833
32	12	8.8125	10.2
32	12	8	9.28571
32	12	8.96875	11.1538
32	12	8	9.75
32	12	9.21875	11.3846
32	13	5.90625	6.41667
32	13	5.9375	6.75
32	13	5.96875	6.84615
32	13	6.1875	6.66667
32	13	6.3125	7
32	13	6.625	7.91667
32	13	6	6.38462
32	13	6.8125	7.30769
32	13	6.9375	7.58333
