1	0	1000	0	1000	0	1000	0	1000	0	1000	0	1000	0	1000	0	1000	0	1000	0	1000	0	1000	0	1000	0	1000	0	1000	0	1000	0	1000	0	1000	0	1000	0	1000	0	1000	0	1000	0	1000	0	1000	0	1000	0	1000	0	1000	0	1000	0	1000	0	1000	0	1000	0	1000	0	1000	0	1000	0	1000	0	1000	0	1000	0	1000	0	1000	0	1000	0	1000	0	1000	0	1000	0	1000	0	1000	0	1000	0	1000	0	1000	0	1000	0	1000	0	1000	0	1000	0	1000	0	1000	0	1000	0	1000	0	1000	0	1000	0	1000	0	1000	0	1000	0	1000	0	1000	0	1000	0	1000	0	1000	0	1000	0	1000	0	1000	0	1000	0	1000	0	1000	0	1000	0	1000	0	1000	0	1000	0	1000	0	1000	0	1000	0	1000	0	1000	0	1000	0	1000	0	1000	0	1000	0	1000	0	1000	0	1000	0	1000	0	1000	0	1000	0	1000	0	1000	0	1000	0	1000	0	1000	0	1000	0	1000	0	1000	0	1000	0	1000	
2	1.26829	1000	1.17857	1000	1.2236	1000	1.1697	1000	1.21387	1000	1.24691	1000	1.24224	1000	1.22093	1000	1.19595	1000	1.20238	1000	1.24691	1000	1.27389	1000	1.20988	1000	1.24855	1000	1.28324	1000	1.3	1000	1.2549	1000	1.31081	1000	1.18788	1000	1.22152	1000	1.375	1000	1.22561	1000	1.33929	1000	1.14458	1000	1.27673	1000	1.3121	1000	1.25882	1000	1.2426	1000	1.25625	1000	1.2375	1000	1.2293	1000	1.30189	1000	1.17683	1000	1.18868	1000	1.21154	1000	1.17341	1000	1.20482	1000	1.28402	1000	1.21714	1000	1.19872	1000	1.30769	1000	1.40237	1000	1.22078	1000	1.27742	1000	1.18857	1000	1.2303	1000	1.23333	1000	1.27273	1000	1.25294	1000	1.18634	1000	1.2625	1000	1.23077	1000	1.28302	1000	1.17763	1000	1.25153	1000	1.19231	1000	1.22754	1000	1.18301	1000	1.18471	1000	1.28144	1000	1.23602	1000	1.20122	1000	1.11724	1000	1.16352	1000	1.27219	1000	1.27273	1000	1.21557	1000	1.31081	1000	1.13125	1000	1.31013	1000	1.275	1000	1.21605	1000	1.25	1000	1.19876	1000	1.17341	1000	1.17532	1000	1.25175	1000	1.24026	1000	1.21656	1000	1.27607	1000	1.26282	1000	1.26974	1000	1.22069	1000	1.28261	1000	1.28659	1000	1.2716	1000	1.16265	1000	1.22293	1000	1.17834	1000	1.2549	1000	1.34416	1000	1.21656	1000	1.15528	1000	1.29012	1000	1.17178	1000	1.35484	1000	1.25517	1000	1.21795	1000	1.22754	1000	1.2549	1000	
3	1.55914	1000	1.35714	1000	1.39326	1000	1.56977	1000	1.65169	1000	1.62222	1000	1.60204	1000	1.48387	1000	1.46575	1000	1.43689	1000	1.58511	1000	1.48421	1000	1.53333	1000	1.39091	1000	1.47423	1000	1.4898	1000	1.51064	1000	1.54667	1000	1.43529	1000	1.55056	1000	1.50909	1000	1.42683	1000	1.53763	1000	1.57303	1000	1.45556	1000	1.55	1000	1.5	1000	1.53933	1000	1.54255	1000	1.41935	1000	1.64894	1000	1.5	1000	1.36957	1000	1.54444	1000	1.56322	1000	1.52427	1000	1.36735	1000	1.52747	1000	1.61538	1000	1.43478	1000	1.41667	1000	1.55556	1000	1.48	1000	1.46667	1000	1.53211	1000	1.4382	1000	1.45556	1000	1.40426	1000	1.34409	1000	1.31579	1000	1.52747	1000	1.46753	1000	1.43158	1000	1.47945	1000	1.48913	1000	1.51163	1000	1.51111	1000	1.44578	1000	1.46591	1000	1.38384	1000	1.58889	1000	1.4	1000	1.55714	1000	1.40698	1000	1.47872	1000	1.4875	1000	1.46667	1000	1.43011	1000	1.34884	1000	1.39362	1000	1.56122	1000	1.55435	1000	1.50549	1000	1.48913	1000	1.53846	1000	1.5	1000	1.3913	1000	1.38202	1000	1.31169	1000	1.47059	1000	1.47253	1000	1.4375	1000	1.39474	1000	1.5625	1000	1.44318	1000	1.46392	1000	1.37255	1000	1.47872	1000	1.47423	1000	1.46739	1000	1.42105	1000	1.49451	1000	1.51948	1000	1.38462	1000	1.52747	1000	1.49462	1000	1.48684	1000	1.52326	1000	1.55172	1000	1.55056	1000	
4	1.83333	1000	1.4386	1000	1.73333	1000	1.59677	1000	1.64407	1000	1.64407	1000	1.5	1000	1.70175	1000	1.68293	1000	1.62069	1000	1.625	1000	1.51667	1000	1.66667	1000	1.71875	1000	1.66667	1000	1.60274	1000	1.5	1000	1.67308	1000	1.60345	1000	1.60784	1000	1.63889	1000	1.87719	1000	1.74545	1000	1.65517	1000	1.7069	1000	1.76596	1000	1.66102	1000	1.6087	1000	1.50943	1000	1.67857	1000	1.59322	1000	1.5	1000	1.5	1000	1.71186	1000	1.61111	1000	1.61765	1000	1.64286	1000	1.70968	1000	1.90164	1000	1.57895	1000	1.59701	1000	1.74242	1000	1.61905	1000	1.73214	1000	1.69118	1000	1.64516	1000	1.56604	1000	1.57407	1000	1.64615	1000	1.64407	1000	1.65	1000	1.77358	1000	1.55385	1000	1.51163	1000	1.53125	1000	1.59259	1000	1.42105	1000	1.76087	1000	1.61667	1000	1.91667	1000	1.65	1000	1.47368	1000	1.51064	1000	1.57143	1000	1.60606	1000	1.76471	1000	1.65385	1000	1.56897	1000	1.72414	1000	1.77419	1000	1.68966	1000	1.50877	1000	1.70968	1000	1.64815	1000	1.74194	1000	1.7561	1000	1.42857	1000	1.59259	1000	1.65909	1000	1.63793	1000	1.55	1000	1.68333	1000	1.63043	1000	1.50909	1000	1.42105	1000	1.75	1000	1.55882	1000	1.72581	1000	1.65079	1000	1.62121	1000	1.62745	1000	1.72131	1000	1.74074	1000	1.63158	1000	1.56667	1000	1.54688	1000	1.51064	1000	1.80702	1000	1.83019	1000	1.59322	1000	
5	1.89474	1000	1.89474	1000	1.80488	1000	1.53488	1000	1.6	1000	1.74419	1000	1.6129	1000	1.68421	1000	1.77778	1000	1.7619	1000	1.68571	1000	1.85714	1000	1.60976	1000	1.61702	1000	1.78378	1000	1.68	1000	1.82692	1000	1.60526	1000	1.8	1000	1.70968	1000	1.75556	1000	1.94444	1000	1.8	1000	1.55556	1000	1.59091	1000	1.47368	1000	1.57143	1000	1.83871	1000	1.56757	1000	1.5	1000	1.76923	1000	1.57143	1000	1.66667	1000	1.53488	1000	1.78947	1000	1.77778	1000	1.70588	1000	1.51111	1000	1.63415	1000	1.78788	1000	1.77083	1000	1.53061	1000	1.70213	1000	1.76316	1000	1.64444	1000	1.80556	1000	1.80556	1000	1.57895	1000	1.80851	1000	1.81081	1000	1.78378	1000	1.88571	1000	1.72917	1000	1.67742	1000	1.58	1000	1.41176	1000	1.9	1000	1.67647	1000	1.75	1000	1.78571	1000	1.71429	1000	1.875	1000	1.51515	1000	1.675	1000	1.66667	1000	1.71429	1000	1.60976	1000	1.87097	1000	1.66667	1000	1.88889	1000	1.59459	1000	1.82051	1000	1.9	1000	1.80556	1000	1.73333	1000	1.51852	1000	1.63415	1000	1.55556	1000	1.625	1000	1.86047	1000	1.67442	1000	1.6	1000	1.60714	1000	1.63889	1000	1.62222	1000	1.74359	1000	1.77273	1000	1.65	1000	1.56818	1000	1.7907	1000	1.74359	1000	1.71111	1000	1.60465	1000	1.60465	1000	1.46512	1000	1.65116	1000	1.38235	1000	1.69048	1000	1.5	1000	1.61111	1000	
6	2.04348	1000	1.75	1000	1.82143	1000	1.64706	1000	1.66667	1000	1.55882	1000	1.78261	1000	1.72414	1000	1.8125	1000	1.5	1000	2	1000	1.75758	1000	1.83871	1000	1.89189	1000	1.64286	1000	1.95	1000	1.77143	1000	1.61538	1000	1.66667	1000	1.86957	1000	1.775	1000	1.8	1000	2	1000	1.85714	1000	1.84848	1000	1.55172	1000	1.78125	1000	1.75	1000	1.52	1000	1.66667	1000	1.58065	1000	1.68571	1000	1.88889	1000	2.06061	1000	1.92857	1000	1.77778	1000	1.63636	1000	1.63636	1000	1.53846	1000	1.6087	1000	1.86111	1000	2.06061	1000	1.7	1000	1.8	1000	1.7027	1000	1.48148	1000	1.9697	1000	1.86207	1000	1.91667	1000	1.875	1000	1.96296	1000	1.92	1000	1.63889	1000	1.95652	1000	1.78788	1000	1.72	1000	1.65517	1000	1.56	1000	1.62069	1000	1.79412	1000	1.71429	1000	1.48276	1000	1.625	1000	2	1000	1.83333	1000	1.65517	1000	1.78125	1000	1.65	1000	1.56	1000	1.66667	1000	1.92857	1000	1.64516	1000	1.83333	1000	1.46429	1000	1.89189	1000	1.45	1000	1.81818	1000	1.53333	1000	1.72727	1000	1.78788	1000	1.53333	1000	1.8	1000	1.66667	1000	1.61538	1000	1.75758	1000	1.61538	1000	1.85714	1000	1.65517	1000	1.67742	1000	1.66667	1000	1.78125	1000	2.16667	1000	1.71429	1000	1.60714	1000	1.72727	1000	1.5	1000	1.875	1000	1.875	1000	1.51613	1000	1.68	1000	
7	1.64706	1000	2.09524	1000	1.72	1000	1.73077	1000	1.625	1000	1.59259	1000	1.88889	1000	1.83333	1000	2.1	1000	1.92308	1000	1.57143	1000	1.70833	1000	1.58333	1000	1.64516	1000	2.04	1000	1.58621	1000	1.88889	1000	1.26316	1000	1.82353	1000	1.35294	1000	1.82143	1000	2.05556	1000	1.8	1000	1.69231	1000	2.05	1000	1.7619	1000	1.65217	1000	2.125	1000	1.69565	1000	1.44	1000	1.45833	1000	1.65517	1000	1.82609	1000	1.7	1000	1.78947	1000	1.85185	1000	2.05556	1000	1.64	1000	2.05556	1000	1.63158	1000	1.68966	1000	1.92	1000	1.68966	1000	1.52	1000	1.75862	1000	1.81818	1000	1.52174	1000	1.45455	1000	1.86207	1000	1.88462	1000	1.66667	1000	2.1	1000	1.7	1000	2.06667	1000	1.75	1000	1.95	1000	1.7619	1000	1.71429	1000	1.81818	1000	1.82143	1000	1.66667	1000	1.34783	1000	1.61111	1000	1.70833	1000	1.80952	1000	1.52381	1000	2	1000	1.73333	1000	1.73913	1000	1.74074	1000	2.13636	1000	1.68	1000	1.58333	1000	1.95238	1000	1.84	1000	1.53333	1000	1.88462	1000	1.47619	1000	1.85	1000	1.6	1000	1.47826	1000	1.9	1000	2	1000	1.14286	1000	1.95652	1000	1.68182	1000	1.69231	1000	1.54167	1000	1.54167	1000	1.72727	1000	1.65385	1000	2.08333	1000	1.63636	1000	1.58333	1000	1.57692	1000	1.88889	1000	1.91667	1000	1.75	1000	1.68182	1000	1.95	1000	
8	1.76923	1000	1.6875	1000	2	1000	1.54545	1000	1.72727	1000	1.65	1000	1.78571	1000	1.94444	1000	2.16667	1000	1.63158	1000	1.70588	1000	1.80952	1000	1.86667	1000	2.04	1000	1.66667	1000	1.78261	1000	1.66667	1000	2.06667	1000	1.83333	1000	1.6875	1000	1.85714	1000	1.53846	1000	2.13333	1000	1.95652	1000	1.64706	1000	1.85	1000	1.78947	1000	1.7	1000	1.72222	1000	1.82353	1000	1.875	1000	1.64	1000	1.94118	1000	1.6	1000	1.61538	1000	1.80952	1000	1.93333	1000	1.61905	1000	2.14286	1000	1.76471	1000	1.72727	1000	2.125	1000	1.80952	1000	1.94444	1000	1.85714	1000	1.6	1000	2	1000	1.72222	1000	1.33333	1000	1.84211	1000	1.4375	1000	1.6875	1000	1.95833	1000	2.125	1000	1.61905	1000	1.875	1000	2.05556	1000	1.6	1000	1.55	1000	1.875	1000	1.875	1000	1.38889	1000	1.93333	1000	1.89474	1000	1.85	1000	2.26667	1000	1.88235	1000	1.53846	1000	1.83333	1000	1.61905	1000	1.85714	1000	1.81818	1000	1.77778	1000	1.84615	1000	1.9375	1000	1.375	1000	1.84211	1000	1.82353	1000	1.73333	1000	1.88235	1000	1.93333	1000	1.93333	1000	1.4	1000	1.70588	1000	1.84211	1000	1.5625	1000	1.85	1000	1.64706	1000	1.83333	1000	1.78571	1000	1.68182	1000	1.7619	1000	1.83333	1000	1.8	1000	2.09091	1000	2	1000	2.1	1000	1.875	1000	1.94737	1000	1.6875	1000	
9	1.63636	1000	1.57143	1000	1.54545	1000	1.55556	1000	1.5	1000	2.1875	1000	1.84615	1000	1.92857	1000	1.33333	1000	1.66667	1000	1.78571	1000	1.57895	1000	2.30769	1000	1.86957	1000	1.88235	1000	1.88235	1000	2	1000	1.69231	1000	2.11111	1000	1.64286	1000	1.71429	1000	1.7	1000	1.81818	1000	1.72727	1000	1.91667	1000	1.93333	1000	2.06667	1000	1.6	1000	1.83333	1000	2.06667	1000	1.4	1000	1.75	1000	1.78571	1000	1.61538	1000	1.58333	1000	1.94118	1000	1.5	1000	2.21429	1000	1.33333	1000	1.6	1000	1.94444	1000	1.83333	1000	1.88235	1000	2	1000	2.1875	1000	1.625	1000	1.5625	1000	1.85714	1000	1.47368	1000	1.5625	1000	1.7	1000	2.5	1000	2.05556	1000	2.2	1000	2.27778	1000	2.5	1000	1.75	1000	2.23077	1000	1.57143	1000	1.9	1000	1.78571	1000	1.88235	1000	1.36364	1000	1.61538	1000	1.75	1000	1.66667	1000	1.53846	1000	1.3	1000	1.9375	1000	2.05882	1000	2.53846	1000	1.57143	1000	2.76923	1000	1.77778	1000	1.81818	1000	1.5	1000	1.75	1000	2.06667	1000	1.64286	1000	1.92857	1000	2	1000	1.8	1000	1.125	1000	1.64286	1000	1.75	1000	1.71429	1000	1.70588	1000	2	1000	1.46667	1000	1.45455	1000	1.82353	1000	1.75	1000	2.38462	1000	1.75	1000	1.26667	1000	1.64706	1000	1.66667	1000	1.71429	1000	1.86667	1000	1.61538	1000	
10	1.625	1000	1.72727	1000	2.33333	1000	1.76471	1000	1.85714	1000	2.2	1000	1.2	1000	2.1	1000	1.4	1000	2.16667	1000	1.75	1000	1.85714	1000	1.81818	1000	1.9	1000	1.91667	1000	1.93333	1000	1.76923	1000	2.33333	1000	1.8	1000	1.69231	1000	1.66667	1000	2.33333	1000	1.75	1000	1.5	1000	1.66667	1000	2.66667	1000	2.28571	1000	1.88889	1000	1.5	1000	1.93333	1000	1.41667	1000	1.94118	1000	2	1000	1.6	1000	2.22222	1000	1.9375	1000	2.14286	1000	1.85714	1000	1.7	1000	2.18182	1000	1.625	1000	2	1000	2	1000	1.63636	1000	2	1000	1.75	1000	1.84615	1000	1.7	1000	1.70588	1000	2	1000	1.375	1000	1.5	1000	1.29412	1000	2	1000	1.8125	1000	1.57143	1000	1.46154	1000	1.45455	1000	2.41667	1000	1.81818	1000	1.9	1000	1.46154	1000	2	1000	2	1000	1.85714	1000	1.91667	1000	2.45455	1000	2.375	1000	1.30769	1000	1.92308	1000	1.5	1000	1.94118	1000	1.75	1000	1.875	1000	2	1000	1.5	1000	1.71429	1000	1.58333	1000	1.7	1000	1.90909	1000	1.66667	1000	1.77778	1000	1.4	1000	1.66667	1000	1.84615	1000	1.75	1000	1.53333	1000	1.7	1000	1.5	1000	2.44444	1000	2.13333	1000	1.85714	1000	2.16667	1000	1.85714	1000	1.58333	1000	2.23077	1000	1.25	1000	2.1	1000	1.92308	1000	2.2	1000	
