1	0	190	0	180	0	203	0	191	0	187	0	189	0	178	0	186	0	191	0	170	
2	1.4186	190	1.42222	180	1.32653	203	1.38636	191	1.34783	187	1.42222	189	1.45238	178	1.38298	186	1.33333	191	1.51163	170	
3	1.30303	190	1.40741	180	1.375	203	1.41379	191	1.4	187	1.41379	189	1.40741	178	1.60714	186	1.21212	191	1.32143	170	
4	1.36842	190	1.36842	180	1.33333	203	1.18182	191	1.45	187	1.44444	189	1.42105	178	1.23529	186	1.5	191	1.5625	170	
5	1.63636	190	1.63636	180	1.61538	203	1.4	191	1.63636	187	1.58333	189	1.54545	178	1.54545	186	1.66667	191	1.85714	170	
6	1.375	190	1.8	180	1.57143	203	1.625	191	1.71429	187	1.14286	189	1.66667	178	2	186	1.4	191	2	170	
7	1.5	190	1.5	180	1.6	203	2	191	1	187	1.8	189	1.33333	178	1.33333	186	1.75	191	1	170	
8	1.5	190	1	180	1.5	203	1	191	1	187	1	189	1	178	1	186	1	191	1	170	
9	1	190	2	180	1	203	2	191	2	187	2	189	2	178	1	186	2	191	2	170	
10	2	190	4	180	1	203	3	191	5	187	4	189	3	178	2	186	1	191	3	170	
11	4	190	13	180	2	203	13	191	13	187	13	189	13	178	4	186	2	191	13	170	
12	13	190	NaN	NaN	4	203	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13	186	3	191	NaN	NaN	
13	NaN	NaN	NaN	NaN	12	203	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13	191	NaN	NaN	
14	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
15	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
