#Nnodes	depth
2	2	0	0
4	2.01637	0.129055	0.00029413
8	2.04785	0.24042	0.000893779
16	2.09026	0.366332	0.00215014
32	2.12204	0.419914	0.00386169
64	2.19891	0.56795	0.00837852
128	2.24023	0.626293	0.0136733
256	2.47016	0.796524	0.0257749
512	2.72235	1.02583	0.04976
1024	3.18243	1.32562	0.108965
2048	3.22667	0.902933	0.104262
4096	4	1.1127	0.24281
8192	7	1	0.5
