#Nnodes	#depth
2	2	0	0
4	2.12562	0.347828	0.000983419
8	2.37699	0.634409	0.00273138
16	2.66092	0.996013	0.00626945
32	3.02131	1.18064	0.0111941
64	3.43655	1.38992	0.0197734
128	3.71258	1.63664	0.0357314
256	4.21376	2.06478	0.0671672
512	6.7907	2.29686	0.0904388
1024	6.40239	2.50446	0.15808
2048	6.98592	3.18223	0.377661
4096	7.84211	2.75802	0.447409
8192	8.33333	0.869227	0.224433
16384	8.57143	23.2493	8.78741
