#Nnodes	depth
2	2	0	0
4	2.17091	0.389416	0.00154463
8	2.39364	0.611962	0.00334706
16	2.72104	0.852509	0.00645156
32	3.05635	1.07197	0.0113686
64	3.17594	1.21574	0.0178844
128	3.5655	1.41545	0.03147
256	4.24797	1.26497	0.0430602
512	4.59818	1.43223	0.0610703
1024	4.94672	1.70138	0.10892
2048	5.98182	2.69336	0.256802
4096	6.2069	0.645727	0.0692292
8192	6.3	1.34536	0.425441
16384	8	8	5.65685
