0	0.222254
1	0.699066
2	0.0654756
3	0.00816466
4	0.00273176
5	0.000993676
6	0.000506889
7	0.000278341
8	0.000149067
9	8.59764e-05
10	6.92759e-05
11	4.63901e-05
12	3.74214e-05
13	2.07209e-05
14	1.268e-05
15	8.65949e-06
16	2.01024e-05
17	1.51541e-05
18	6.18535e-06
19	3.09267e-06
20	3.09267e-06
21	1.8556e-06
22	3.09267e-06
23	2.78341e-06
24	1.8556e-06
25	1.54634e-06
26	9.27802e-07
27	9.27802e-07
28	1.17522e-05
29	1.23707e-06
30	9.27802e-07
31	1.8556e-06
32	6.18535e-07
33	1.23707e-06
34	9.27802e-07
35	3.09267e-07
36	6.18535e-07
38	3.09267e-07
40	2.16487e-06
42	6.18535e-07
44	3.09267e-07
46	3.09267e-07
59	3.09267e-07
60	3.09267e-07
63	3.09267e-07
64	3.09267e-07
66	3.09267e-07
68	3.09267e-07
72	3.09267e-07
73	3.09267e-07
74	3.09267e-07
75	6.18535e-07
76	1.23707e-06
77	1.23707e-06
78	9.27802e-07
83	6.18535e-07
88	3.09267e-07
91	1.23707e-06
96	3.09267e-07
122	3.09267e-07
125	3.09267e-07
141	3.09267e-07
192	3.09267e-07
200	3.09267e-07
244	3.09267e-07
289	6.18535e-07
456	3.09267e-07
459	3.09267e-07
568	3.09267e-07
581	3.09267e-07
694	3.09267e-07
696	3.09267e-07
919	3.09267e-07
927	3.09267e-07
