2	3.82966	2.76395	2.41233	2.25463	2.16926	2.13276	2.11876	2.11401	2.11275	2.11266	2.11266	2.11266	2.11266	2.11266	2.11266	2.11266	2.11266	2.11266	
3	261.12	3.83124	2.81052	2.42578	2.23347	2.15442	2.12461	2.11455	2.11189	2.1117	2.1117	2.1117	2.1117	2.1117	2.1117	2.1117	2.1117	2.1117	
4	NaN	94.4345	3.98659	2.84522	2.37712	2.20111	2.13703	2.11568	2.11006	2.10966	2.10966	2.10966	2.10966	2.10966	2.10966	2.10966	2.10966	2.10966	
5	NaN	NaN	36.9976	4.10589	2.72111	2.30397	2.16357	2.11807	2.10619	2.10536	2.10536	2.10536	2.10536	2.10536	2.10536	2.10536	2.10536	2.10536	
6	NaN	NaN	NaN	15.6513	3.693	2.5419	2.22101	2.12313	2.09806	2.0963	2.0963	2.0963	2.0963	2.0963	2.0963	2.0963	2.0963	2.0963	
7	NaN	NaN	NaN	NaN	8.64039	3.15818	2.34877	2.13388	2.08099	2.07732	2.07732	2.07732	2.07732	2.07732	2.07732	2.07732	2.07732	2.07732	
8	NaN	NaN	NaN	NaN	NaN	5.34582	2.65066	2.15681	2.04546	2.03788	2.03789	2.03788	2.03789	2.03789	2.03789	2.03789	2.03789	2.03789	
9	NaN	NaN	NaN	NaN	NaN	NaN	3.47467	2.2063	1.97279	1.95749	1.9575	1.95749	1.9575	1.95751	1.95751	1.95751	1.95751	1.95751	
10	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.3156	1.82921	1.79985	1.79987	1.79984	1.79987	1.79988	1.79988	1.79988	1.79988	1.79988	
11	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.56483	1.51376	1.51379	1.51375	1.51379	1.51381	1.51381	1.51381	1.51381	1.51381	
12	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.06628	1.06623	1.0663	1.06623	1.06621	1.06621	1.06621	1.0662	1.0662	
13	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	0.999999	1	1	1	1	1	1	
14	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	1	1	1	1	1	1	
15	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	1	1	1	1	1	
16	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	1	1	1	1	
17	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	1	1	1	
18	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	1	1	
19	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	1	
20	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	
